,SK_ID_BUREAU,MONTHS_BALANCE,STATUS
1247,5717410,-20,C
1248,5717410,-21,C
1249,5717410,-22,C
1250,5717410,-23,C
1251,5717410,-24,C
1252,5717410,-25,C
1253,5717410,-26,C
1254,5717410,-27,C
1255,5717410,-28,C
1256,5717410,-29,C
1257,5717410,-30,C
1258,5717410,-31,C
1259,5717410,-32,C
1260,5717410,-33,C
1261,5717410,-34,C
1262,5717410,-35,C
1263,5717410,-36,C
1264,5717410,-37,C
1265,5717410,-38,C
1266,5717410,-39,C
1267,5717410,-40,C
1268,5717410,-41,C
1269,5717410,-42,C
1270,5717410,-43,C
1271,5717410,-44,C
1272,5717410,-45,C
1273,5717410,-46,C
1274,5717410,-47,C
1275,5717410,-48,C
1276,5717410,-49,C
1277,5717410,-50,C
1278,5717410,-51,C
1279,5717410,-52,C
1280,5717410,-53,C
1281,5717410,-54,C
1282,5717410,-55,C
1283,5717410,-56,X
1284,5717410,-57,X
1285,5717410,-58,X
1286,5717410,-59,X
1287,5717410,-60,X
1288,5717410,-61,X
1289,5717410,-62,X
1290,5717410,-63,X
1291,5717410,-64,X
1292,5717410,-65,X
1293,5717410,-66,X
1294,5717410,-67,X
1295,5717410,-68,X
1296,5717410,-69,X
1297,5717410,-70,X
1298,5717410,-71,X
1299,5717410,-72,X
1300,5717410,-73,X
1301,5717410,-74,X
1302,5717410,-75,X
1303,5718466,0,X
1304,5718466,-1,X
1305,5718466,-2,X
1306,5718466,-3,X
1307,5718466,-4,0
1308,5718466,-5,X
1309,5718466,-6,0
1310,5718466,-7,0
1311,5718466,-8,X
1312,5718466,-9,0
1313,5718466,-10,X
1314,5718466,-11,0
1315,5718466,-12,X
1316,5718466,-13,0
1317,5718466,-14,X
1318,5718466,-15,0
1319,5718466,-16,X
1320,5718466,-17,0
1321,5718466,-18,0
1322,5718466,-19,0
1323,5718466,-20,X
1324,5718466,-21,0
1325,5718466,-22,0
1326,5718466,-23,0
1327,5718466,-24,X
1328,5718466,-25,0
1329,5718466,-26,0
1330,5718466,-27,X
1331,5718466,-28,X
1332,5718466,-29,X
1333,5718466,-30,X
1334,5718466,-31,X
1335,5718466,-32,X
1336,5718467,0,0
1337,5718467,-1,0
1338,5718467,-2,0
1339,5718467,-3,0
1340,5718467,-4,0
1341,5718467,-5,0
1342,5718467,-6,0
1343,5718467,-7,0
1344,5718467,-8,0
1345,5718467,-9,0
1346,5718467,-10,0
1347,5718467,-11,0
1348,5718492,0,X
1349,5718492,-1,X
1350,5718492,-2,X
1351,5718492,-3,X
1352,5718492,-4,X
1353,5718492,-5,X
1354,5718492,-6,X
1355,5718492,-7,X
1356,5718492,-8,X
1357,5718492,-9,X
1358,5718492,-10,X
1359,5718492,-11,X
1360,5718492,-12,X
1361,5718492,-13,X
1362,5718492,-14,X
1363,5718492,-15,X
1364,5718492,-16,X
1365,5718492,-17,X
1366,5718492,-18,X
1367,5718492,-19,X
1368,5718493,0,X
1369,5718493,-1,X
1370,5718493,-2,X
1371,5718493,-3,X
1372,5718493,-4,X
1373,5718493,-5,X
1374,5718493,-6,X
1375,5718493,-7,X
1376,5718493,-8,X
1377,5718493,-9,X
1378,5718493,-10,X
1379,5718493,-11,X
1380,5718493,-12,X
1381,5718493,-13,X
1382,5718493,-14,X
1383,5718493,-15,X
1384,5718493,-16,X
1385,5718493,-17,X
1386,5718493,-18,X
1387,5718493,-19,X
1388,5718493,-20,X
1389,5718493,-21,X
1390,5718493,-22,X
1391,5718494,0,X
1392,5718494,-1,X
1393,5718494,-2,X
1394,5718494,-3,X
1395,5718494,-4,X
1396,5718494,-5,X
1397,5718494,-6,X
1398,5718494,-7,X
1399,5718494,-8,X
1400,5718494,-9,X
1401,5718494,-10,X
1402,5718494,-11,X
1403,5718494,-12,X
1404,5718494,-13,X
1405,5718494,-14,X
1406,5718494,-15,X
1407,5718494,-16,X
1408,5718494,-17,X
1409,5718494,-18,X
1410,5718494,-19,X
1411,5718494,-20,X
1412,5718494,-21,X
1413,5718494,-22,X
1414,5718494,-23,X
1415,5718494,-24,X
1416,5718494,-25,X
1417,5718494,-26,X
1418,5718494,-27,X
1419,5718494,-28,X
1420,5718494,-29,X
1421,5718494,-30,X
1422,5718494,-31,X
1423,5718495,0,X
1424,5718495,-1,X
1425,5718495,-2,X
1426,5718495,-3,X
1427,5718495,-4,X
1428,5718495,-5,X
1429,5718495,-6,X
1430,5718495,-7,X
1431,5718495,-8,X
1432,5718495,-9,X
1433,5718495,-10,X
1434,5718495,-11,X
1435,5718495,-12,X
1436,5718495,-13,X
1437,5718495,-14,X
1438,5718495,-15,X
1439,5718495,-16,X
1440,5718495,-17,X
1441,5718495,-18,X
1442,5718495,-19,X
1443,5718495,-20,X
1444,5718495,-21,X
1445,5718495,-22,X
1446,5718495,-23,X
1447,5718495,-24,X
1448,5718495,-25,X
1449,5718495,-26,X
1450,5718495,-27,X
1451,5718495,-28,X
1452,5718495,-29,X
1453,5718495,-30,X
1454,5718495,-31,X
1455,5718495,-32,X
1456,5718495,-33,X
1457,5718495,-34,X
1458,5718495,-35,X
1459,5718496,0,X
1460,5718496,-1,X
1461,5718496,-2,X
1462,5718496,-3,X
1463,5718496,-4,X
1464,5718496,-5,X
1465,5718496,-6,X
1466,5718496,-7,X
1467,5718496,-8,X
1468,5718496,-9,X
1469,5718496,-10,X
1470,5718496,-11,X
1471,5718496,-12,X
1472,5718496,-13,X
1473,5718496,-14,X
1474,5718496,-15,X
1475,5718496,-16,X
1476,5718496,-17,X
1477,5718496,-18,X
1478,5718496,-19,X
1479,5718496,-20,X
1480,5718496,-21,X
1481,5718496,-22,X
1482,5718496,-23,X
1483,5718496,-24,X
1484,5718496,-25,X
1485,5718496,-26,X
1486,5718496,-27,X
1487,5718496,-28,X
1488,5718496,-29,X
1489,5718496,-30,X
1490,5718496,-31,X
1491,5718496,-32,X
1492,5718496,-33,X
1493,5718496,-34,X
1494,5718496,-35,X
1495,5718497,0,X
1496,5718497,-1,X
1497,5718497,-2,X
1498,5718497,-3,X
1499,5718497,-4,X
1500,5718497,-5,X
1501,5718497,-6,X
1502,5718497,-7,X
1503,5718497,-8,X
1504,5718497,-9,X
1505,5718497,-10,X
1506,5718497,-11,X
1507,5718497,-12,X
1508,5718497,-13,X
1509,5718497,-14,X
1510,5718497,-15,X
1511,5718497,-16,X
1512,5718497,-17,X
1513,5718497,-18,X
1514,5718497,-19,X
1515,5718497,-20,X
1516,5718497,-21,X
1517,5718497,-22,X
1518,5718497,-23,X
1519,5718497,-24,X
1520,5718497,-25,X
1521,5718497,-26,X
1522,5718497,-27,X
1523,5718497,-28,X
1524,5718497,-29,X
1525,5718497,-30,X
1526,5718497,-31,X
1527,5718497,-32,X
1528,5718497,-33,X
1529,5718497,-34,X
1530,5718497,-35,X
1531,5718497,-36,X
1532,5718497,-37,X
1533,5718497,-38,X
1534,5718497,-39,X
1535,5718497,-40,X
1536,5718497,-41,X
1537,5718497,-42,X
1538,5718497,-43,X
1539,5718497,-44,X
1540,5718497,-45,X
1541,5718497,-46,X
1542,5718497,-47,X
1543,5718497,-48,X
1544,5718497,-49,X
1545,5718497,-50,X
1546,5718497,-51,X
1547,5718497,-52,X
1548,5718497,-53,X
1549,5718497,-54,X
1550,5718497,-55,X
1551,5718497,-56,X
1552,5718497,-57,X
1553,5718497,-58,X
1554,5718497,-59,X
1555,5718497,-60,X
1556,5718497,-61,X
1557,5718497,-62,X
1558,5718497,-63,X
1559,5718497,-64,X
1560,5718497,-65,X
1561,5718497,-66,X
1562,5718497,-67,X
1563,5718497,-68,X
1564,5718497,-69,X
1565,5718497,-70,X
1566,5718497,-71,X
1567,5718497,-72,X
1568,5718497,-73,X
1569,5718497,-74,X
1570,5718497,-75,X
1571,5718497,-76,X
1572,5718497,-77,X
1573,5718497,-78,X
1574,5718497,-79,X
1575,5718497,-80,X
1576,5718497,-81,X
1577,5718497,-82,X
1578,5718497,-83,X
1579,5718498,0,C
1580,5718498,-1,C
1581,5718498,-2,C
1582,5718498,-3,C
1583,5718498,-4,C
1584,5718498,-5,C
1585,5718498,-6,C
1586,5718498,-7,C
1587,5718498,-8,X
1588,5718498,-9,0
1589,5718498,-10,0
1590,5718498,-11,0
1591,5718498,-12,0
1592,5718498,-13,X
1593,5718498,-14,X
1594,5718498,-15,X
1595,5718498,-16,X
1596,5718498,-17,X
1597,5718498,-18,0
1598,5718498,-19,0
1599,5718498,-20,0
1600,5718498,-21,0
1601,5718498,-22,0
1602,5718498,-23,0
1603,5718498,-24,0
1604,5718498,-25,0
1605,5718498,-26,0
1606,5718499,0,C
1607,5718499,-1,C
1608,5718499,-2,C
1609,5718499,-3,C
1610,5718499,-4,C
1611,5718499,-5,C
1612,5718499,-6,C
1613,5718499,-7,C
1614,5718499,-8,C
1615,5718499,-9,C
1616,5718499,-10,0
1617,5718499,-11,0
1618,5718499,-12,0
1619,5718499,-13,0
1620,5718499,-14,0
1621,5718499,-15,0
1622,5718499,-16,0
1623,5718499,-17,0
1624,5718499,-18,0
1625,5718499,-19,0
1626,5718499,-20,0
1627,5718499,-21,0
1628,5718499,-22,0
1629,5718499,-23,0
1630,5718499,-24,X
1631,5718499,-25,X
1632,5718499,-26,X
1633,5718500,0,X
1634,5718500,-1,X
1635,5718500,-2,X
1636,5718500,-3,X
1637,5718500,-4,X
1638,5718500,-5,X
1639,5718500,-6,X
1640,5718500,-7,0
1641,5718500,-8,0
1642,5718500,-9,0
1643,5718500,-10,X
1644,5718501,0,X
1645,5718501,-1,X
1646,5718501,-2,X
1647,5718501,-3,X
1648,5718501,-4,X
1649,5718501,-5,X
1650,5718501,-6,X
1651,5718501,-7,X
1652,5718501,-8,X
1653,5718501,-9,X
1654,5718501,-10,X
1655,5718501,-11,X
1656,5718501,-12,X
1657,5718501,-13,X
1658,5718501,-14,X
1659,5718501,-15,X
1660,5718501,-16,X
1661,5718501,-17,X
1662,5718501,-18,X
1663,5718501,-19,X
1664,5718501,-20,X
1665,5718501,-21,X
1666,5718501,-22,X
1667,5718502,0,X
1668,5718502,-1,X
1669,5718502,-2,X
1670,5718502,-3,X
1671,5718502,-4,X
1672,5718502,-5,X
1673,5718502,-6,X
1674,5718502,-7,X
1675,5718502,-8,X
1676,5718502,-9,X
1677,5718502,-10,X
1678,5718502,-11,X
1679,5718502,-12,X
1680,5718502,-13,X
1681,5718502,-14,X
1682,5718502,-15,X
1683,5718502,-16,X
1684,5718502,-17,X
1685,5718502,-18,X
1686,5718502,-19,X
1687,5718502,-20,X
1688,5718502,-21,X
1689,5718502,-22,X
1690,5718502,-23,X
1691,5718502,-24,X
1692,5718502,-25,X
1693,5718502,-26,X
1694,5718502,-27,X
1695,5718502,-28,X
1696,5718503,0,C
1697,5718503,-1,C
1698,5718503,-2,C
1699,5718503,-3,C
1700,5718503,-4,C
1701,5718503,-5,C
1702,5718503,-6,C
1703,5718503,-7,C
1704,5718503,-8,C
1705,5718503,-9,C
1706,5718503,-10,C
1707,5718503,-11,C
1708,5718503,-12,C
1709,5718503,-13,C
1710,5718503,-14,C
1711,5718503,-15,C
1712,5718503,-16,C
1713,5718503,-17,C
1714,5718503,-18,C
1715,5718503,-19,C
1716,5718503,-20,C
1717,5718503,-21,C
1718,5718503,-22,C
1719,5718503,-23,C
1720,5718503,-24,C
1721,5718503,-25,C
1722,5718503,-26,C
1723,5718503,-27,C
1724,5718503,-28,C
1725,5718503,-29,C
1726,5718503,-30,C
1727,5718503,-31,C
1728,5718503,-32,C
1729,5718503,-33,C
1730,5718503,-34,C
1731,5718503,-35,C
1732,5718503,-36,C
1733,5718503,-37,C
1734,5718503,-38,C
1735,5718503,-39,C
1736,5718503,-40,C
1737,5718503,-41,C
1738,5718503,-42,C
1739,5718503,-43,C
1740,5718503,-44,C
1741,5718503,-45,C
1742,5718503,-46,C
1743,5718503,-47,C
1744,5718503,-48,C
1745,5718503,-49,C
1746,5718503,-50,C
1747,5718503,-51,C
1748,5718503,-52,C
1749,5718503,-53,C
1750,5718503,-54,0
1751,5718503,-55,0
1752,5718503,-56,0
1753,5718503,-57,0
1754,5718503,-58,0
1755,5718503,-59,0
1756,5718506,0,C
1757,5718506,-1,C
1758,5718506,-2,C
1759,5718506,-3,C
1760,5718506,-4,C
1761,5718506,-5,C
1762,5718506,-6,C
1763,5718506,-7,C
1764,5718506,-8,C
1765,5718506,-9,C
1766,5718506,-10,C
1767,5718506,-11,C
1768,5718506,-12,C
1769,5718506,-13,C
1770,5718506,-14,C
1771,5718506,-15,C
1772,5718506,-16,C
1773,5718506,-17,C
1774,5718506,-18,C
1775,5718506,-19,C
1776,5718506,-20,C
1777,5718506,-21,C
1778,5718506,-22,C
1779,5718506,-23,C
1780,5718506,-24,C
1781,5718506,-25,C
1782,5718506,-26,C
1783,5718506,-27,C
1784,5718506,-28,C
1785,5718506,-29,C
1786,5718506,-30,C
1787,5718506,-31,C
1788,5718506,-32,C
1789,5718506,-33,C
1790,5718506,-34,C
1791,5718506,-35,C
1792,5718506,-36,C
1793,5718506,-37,C
1794,5718506,-38,C
1795,5718506,-39,C
1796,5718506,-40,C
1797,5718506,-41,C
1798,5718506,-42,C
1799,5718506,-43,C
1800,5718506,-44,C
1801,5718506,-45,C
1802,5718506,-46,C
1803,5718506,-47,C
1804,5718506,-48,C
1805,5718506,-49,C
1806,5718506,-50,C
1807,5718506,-51,C
1808,5718506,-52,C
1809,5718506,-53,C
1810,5718506,-54,C
1811,5718506,-55,C
1812,5718506,-56,C
1813,5718506,-57,C
1814,5718506,-58,C
1815,5718506,-59,C
1816,5718506,-60,C
1817,5718506,-61,C
1818,5718506,-62,C
1819,5718506,-63,C
1820,5718506,-64,C
1821,5718506,-65,C
1822,5718506,-66,C
1823,5718506,-67,C
1824,5718506,-68,C
1825,5718506,-69,0
1826,5718506,-70,0
1827,5718506,-71,0
1828,5718506,-72,0
1829,5718506,-73,0
1830,5718506,-74,0
1831,5718507,0,0
1832,5718507,-1,0
1833,5718507,-2,0
1834,5718507,-3,X
1835,5718507,-4,X
1836,5718507,-5,X
1837,5718507,-6,0
1838,5718507,-7,0
1839,5718507,-8,0
1840,5718507,-9,X
1841,5718507,-10,X
1842,5718507,-11,X
1843,5718507,-12,X
1844,5718507,-13,X
1845,5718507,-14,X
1846,5718507,-15,X
1847,5718507,-16,X
1848,5718508,0,C
1849,5718508,-1,C
1850,5718508,-2,C
1851,5718508,-3,C
1852,5718508,-4,C
1853,5718508,-5,C
1854,5718508,-6,C
1855,5718508,-7,C
1856,5718508,-8,C
1857,5718508,-9,C
1858,5718508,-10,C
1859,5718508,-11,C
1860,5718508,-12,C
1861,5718508,-13,C
1862,5718508,-14,C
1863,5718508,-15,X
1864,5718508,-16,0
1865,5718508,-17,0
1866,5718508,-18,0
1867,5718508,-19,X
1868,5718509,0,C
1869,5718509,-1,C
1870,5718509,-2,C
1871,5718509,-3,C
1872,5718509,-4,C
1873,5718509,-5,C
1874,5718509,-6,C
1875,5718509,-7,C
1876,5718509,-8,C
1877,5718509,-9,C
1878,5718509,-10,C
1879,5718509,-11,C
1880,5718509,-12,C
1881,5718509,-13,C
1882,5718509,-14,C
1883,5718509,-15,C
1884,5718509,-16,C
1885,5718509,-17,C
1886,5718509,-18,1
1887,5718509,-19,X
1888,5718509,-20,0
1889,5718509,-21,0
1890,5718509,-22,0
1891,5718509,-23,X
1892,5718509,-24,0
1893,5718509,-25,X
1894,5718509,-26,0
1895,5718509,-27,X
1896,5718509,-28,X
1897,5718509,-29,X
1898,5718510,0,C
1899,5718510,-1,C
1900,5718510,-2,C
1901,5718510,-3,C
1902,5718510,-4,C
1903,5718510,-5,C
1904,5718510,-6,C
1905,5718510,-7,C
1906,5718510,-8,C
1907,5718510,-9,C
1908,5718510,-10,C
1909,5718510,-11,C
1910,5718510,-12,C
1911,5718510,-13,C
1912,5718510,-14,C
1913,5718510,-15,X
1914,5718510,-16,0
1915,5718510,-17,0
1916,5718510,-18,0
1917,5718510,-19,X
1918,5718510,-20,0
1919,5718510,-21,1
1920,5718510,-22,0
1921,5718510,-23,X
1922,5718510,-24,0
1923,5718510,-25,X
1924,5718510,-26,0
1925,5718510,-27,X
1926,5718510,-28,X
1927,5718510,-29,X
1928,5718510,-30,1
1929,5718510,-31,X
1930,5718510,-32,0
1931,5718510,-33,X
1932,5718510,-34,0
1933,5718510,-35,0
1934,5718510,-36,0
1935,5718510,-37,X
1936,5718511,0,C
1937,5718511,-1,C
1938,5718511,-2,C
1939,5718511,-3,C
1940,5718511,-4,C
1941,5718511,-5,C
1942,5718511,-6,C
1943,5718511,-7,C
1944,5718511,-8,C
1945,5718511,-9,C
1946,5718511,-10,C
1947,5718511,-11,C
1948,5718511,-12,C
1949,5718511,-13,C
1950,5718511,-14,C
1951,5718511,-15,C
1952,5718511,-16,C
1953,5718511,-17,C
1954,5718511,-18,C
1955,5718511,-19,C
1956,5718511,-20,C
1957,5718511,-21,C
1958,5718511,-22,C
1959,5718511,-23,C
1960,5718511,-24,C
1961,5718511,-25,C
1962,5718511,-26,C
1963,5718511,-27,C
1964,5718511,-28,C
1965,5718511,-29,C
1966,5718511,-30,C
1967,5718511,-31,C
1968,5718511,-32,C
1969,5718511,-33,C
1970,5718511,-34,0
1971,5718511,-35,0
1972,5718511,-36,X
1973,5718511,-37,0
1974,5718511,-38,0
1975,5718511,-39,0
1976,5718511,-40,0
1977,5718511,-41,0
1978,5718511,-42,0
1979,5718512,0,1
1980,5718512,-1,0
1981,5718512,-2,0
1982,5718512,-3,0
1983,5718512,-4,0
1984,5718512,-5,X
1985,5718512,-6,0
1986,5718512,-7,0
1987,5718512,-8,X
1988,5718512,-9,0
1989,5718512,-10,X
1990,5718512,-11,X
1991,5718512,-12,0
1992,5718512,-13,X
1993,5718512,-14,0
1994,5718512,-15,X
1995,5718512,-16,0
1996,5718512,-17,0
1997,5718512,-18,0
1998,5718512,-19,X
1999,5718512,-20,0
2000,5718512,-21,0
2001,5718512,-22,1
2002,5718512,-23,X
2003,5718512,-24,0
2004,5718512,-25,X
2005,5718512,-26,0
2006,5718512,-27,X
2007,5718512,-28,X
2008,5718512,-29,X
2009,5718512,-30,0
2010,5718512,-31,X
2011,5718512,-32,X
2012,5718512,-33,X
2013,5718512,-34,0
2014,5718512,-35,0
2015,5718512,-36,0
2016,5718512,-37,X
2017,5718512,-38,0
2018,5718512,-39,X
2019,5718512,-40,0
2020,5718512,-41,X
2021,5718512,-42,0
2022,5718512,-43,X
2023,5718512,-44,X
2024,5718512,-45,0
2025,5718512,-46,0
2026,5718512,-47,X
2027,5718512,-48,0
2028,5718512,-49,X
2029,5718512,-50,0
2030,5718512,-51,0
2031,5718512,-52,X
2032,5718512,-53,X
2033,5718512,-54,X
2034,5718512,-55,X
2035,5718512,-56,X
2036,5718512,-57,X
2037,5718512,-58,X
2038,5718512,-59,X
2039,5718512,-60,X
2040,5718512,-61,X
2041,5718513,0,C
2042,5718513,-1,C
2043,5718513,-2,C
2044,5718513,-3,C
2045,5718513,-4,C
2046,5718513,-5,C
2047,5718513,-6,C
2048,5718513,-7,C
2049,5718513,-8,C
2050,5718513,-9,C
2051,5718513,-10,C
2052,5718513,-11,C
2053,5718513,-12,C
2054,5718513,-13,C
2055,5718513,-14,C
2056,5718513,-15,C
2057,5718513,-16,C
2058,5718513,-17,C
2059,5718513,-18,C
2060,5718513,-19,C
2061,5718513,-20,C
2062,5718513,-21,C
2063,5718513,-22,C
2064,5718513,-23,C
2065,5718513,-24,C
2066,5718513,-25,C
2067,5718513,-26,C
2068,5718513,-27,C
2069,5718513,-28,C
2070,5718513,-29,C
2071,5718513,-30,C
2072,5718513,-31,C
2073,5718513,-32,C
2074,5718513,-33,C
2075,5718513,-34,C
2076,5718513,-35,C
2077,5718513,-36,C
2078,5718513,-37,C
2079,5718513,-38,C
2080,5718513,-39,C
2081,5718513,-40,C
2082,5718513,-41,C
2083,5718513,-42,C
2084,5718513,-43,C
2085,5718513,-44,C
2086,5718513,-45,C
2087,5718513,-46,C
2088,5718513,-47,C
2089,5718513,-48,C
2090,5718513,-49,C
2091,5718513,-50,C
2092,5718513,-51,C
2093,5718513,-52,C
2094,5718513,-53,C
2095,5718513,-54,0
2096,5718513,-55,0
2097,5718513,-56,0
2098,5718513,-57,0
2099,5718513,-58,0
2100,5718513,-59,X
2101,5718514,0,C
2102,5718514,-1,C
2103,5718514,-2,C
2104,5718514,-3,C
2105,5718514,-4,C
2106,5718514,-5,C
2107,5718514,-6,C
2108,5718514,-7,C
2109,5718514,-8,C
2110,5718514,-9,C
2111,5718514,-10,C
2112,5718514,-11,C
2113,5718514,-12,C
2114,5718514,-13,C
2115,5718514,-14,C
2116,5718514,-15,C
2117,5718514,-16,C
2118,5718514,-17,C
2119,5718514,-18,C
2120,5718514,-19,C
2121,5718514,-20,C
2122,5718514,-21,C
2123,5718514,-22,C
2124,5718514,-23,C
2125,5718514,-24,C
2126,5718514,-25,C
2127,5718514,-26,C
2128,5718514,-27,C
2129,5718514,-28,C
2130,5718514,-29,C
2131,5718514,-30,C
2132,5718514,-31,C
2133,5718514,-32,0
2134,5718514,-33,0
2135,5718514,-34,0
2136,5718514,-35,0
2137,5718514,-36,0
2138,5718514,-37,0
2139,5718514,-38,0
2140,5718514,-39,0
2141,5718514,-40,0
2142,5718514,-41,0
2143,5718514,-42,X
2144,5718515,0,C
2145,5718515,-1,C
2146,5718515,-2,C
2147,5718515,-3,C
2148,5718515,-4,C
2149,5718515,-5,C
2150,5718515,-6,C
2151,5718515,-7,C
2152,5718515,-8,C
2153,5718515,-9,C
2154,5718515,-10,C
2155,5718515,-11,C
2156,5718515,-12,C
2157,5718515,-13,C
2158,5718515,-14,C
2159,5718515,-15,C
2160,5718515,-16,C
2161,5718515,-17,C
2162,5718515,-18,C
2163,5718515,-19,C
2164,5718515,-20,C
2165,5718515,-21,C
2166,5718515,-22,C
2167,5718515,-23,C
2168,5718515,-24,C
2169,5718515,-25,C
2170,5718515,-26,C
2171,5718515,-27,C
2172,5718515,-28,C
2173,5718515,-29,C
2174,5718515,-30,C
2175,5718515,-31,0
2176,5718515,-32,0
2177,5718515,-33,0
2178,5718515,-34,X
2179,5718516,0,0
2180,5718516,-1,0
2181,5718516,-2,X
2182,5718516,-3,X
2183,5718516,-4,X
2184,5718516,-5,X
2185,5718516,-6,X
2186,5718516,-7,X
2187,5718516,-8,X
2188,5718516,-9,X
2189,5718516,-10,X
2190,5718516,-11,X
2191,5718516,-12,X
2192,5718516,-13,X
2193,5718516,-14,X
2194,5718517,0,X
2195,5718517,-1,0
2196,5718517,-2,0
2197,5718517,-3,X
2198,5718517,-4,0
2199,5718517,-5,0
2200,5718517,-6,0
2201,5718517,-7,X
2202,5718517,-8,0
2203,5718517,-9,0
2204,5718517,-10,0
2205,5718517,-11,0
2206,5718517,-12,0
2207,5718517,-13,X
2208,5718517,-14,X
2209,5718518,0,C
2210,5718518,-1,C
2211,5718518,-2,C
2212,5718518,-3,C
2213,5718518,-4,C
2214,5718518,-5,C
2215,5718518,-6,C
2216,5718518,-7,C
2217,5718518,-8,C
2218,5718518,-9,C
2219,5718518,-10,C
2220,5718518,-11,C
2221,5718518,-12,C
2222,5718518,-13,C
2223,5718518,-14,C
2224,5718518,-15,C
2225,5718518,-16,C
2226,5718518,-17,C
2227,5718518,-18,C
2228,5718518,-19,C
2229,5718518,-20,C
2230,5718518,-21,C
2231,5718518,-22,C
2232,5718518,-23,C
2233,5718518,-24,C
2234,5718518,-25,C
2235,5718518,-26,C
2236,5718518,-27,C
2237,5718518,-28,C
2238,5718518,-29,C
2239,5718518,-30,C
2240,5718518,-31,C
2241,5718518,-32,C
2242,5718518,-33,C
2243,5718518,-34,C
2244,5718518,-35,C
2245,5718518,-36,C
2246,5718518,-37,C
2247,5718518,-38,C
2248,5718518,-39,C
2249,5718518,-40,C
2250,5718518,-41,C
2251,5718518,-42,C
2252,5718518,-43,C
2253,5718518,-44,C
2254,5718518,-45,C
2255,5718518,-46,C
2256,5718518,-47,C
2257,5718518,-48,C
2258,5718518,-49,C
2259,5718518,-50,C
2260,5718518,-51,C
2261,5718518,-52,C
2262,5718518,-53,C
2263,5718518,-54,X
2264,5718518,-55,X
2265,5718518,-56,X
2266,5718518,-57,X
2267,5718518,-58,X
2268,5718518,-59,X
2269,5718518,-60,X
2270,5718518,-61,X
2271,5718518,-62,X
2272,5718518,-63,X
2273,5718518,-64,X
2274,5718518,-65,X
2275,5718518,-66,X
2276,5718518,-67,X
2277,5718518,-68,X
2278,5718518,-69,X
2279,5718518,-70,X
2280,5718518,-71,X
2281,5718518,-72,X
2282,5718518,-73,X
2283,5718518,-74,X
2284,5718518,-75,X
2285,5718518,-76,X
2286,5718518,-77,X
2287,5718518,-78,X
2288,5718518,-79,X
2289,5718724,0,0
2290,5718724,-1,0
2291,5718724,-2,0
2292,5718724,-3,0
2293,5718725,0,C
2294,5718725,-1,C
2295,5718725,-2,C
2296,5718725,-3,C
2297,5718725,-4,C
2298,5718725,-5,0
2299,5718725,-6,0
2300,5718725,-7,0
2301,5718725,-8,0
2302,5718725,-9,0
2303,5718725,-10,0
2304,5718725,-11,0
2305,5718725,-12,0
2306,5718725,-13,0
2307,5718725,-14,0
2308,5718725,-15,0
2309,5718727,-2,C
2310,5718727,-3,C
2311,5718727,-4,C
2312,5718727,-5,C
2313,5718727,-6,C
2314,5718727,-7,C
2315,5718727,-8,C
2316,5718727,-9,C
2317,5718727,-10,C
2318,5718727,-11,C
2319,5718727,-12,C
2320,5718727,-13,C
2321,5718727,-14,C
2322,5718727,-15,C
2323,5718727,-16,C
2324,5718727,-17,C
2325,5718727,-18,C
2326,5718727,-19,C
2327,5718727,-20,C
2328,5718727,-21,C
2329,5718727,-22,C
2330,5718727,-23,C
2331,5718727,-24,C
2332,5718727,-25,C
2333,5718727,-26,C
2334,5718727,-27,C
2335,5718727,-28,C
2336,5718727,-29,C
2337,5718727,-30,C
2338,5718727,-31,C
2339,5718727,-32,C
2340,5718727,-33,C
2341,5718727,-34,C
2342,5718727,-35,C
2343,5718727,-36,C
2344,5718727,-37,C
2345,5718727,-38,C
2346,5718727,-39,C
2347,5718727,-40,C
2348,5718727,-41,C
2349,5718727,-42,C
2350,5718727,-43,C
2351,5718727,-44,C
2352,5718727,-45,C
2353,5718727,-46,C
2354,5718727,-47,C
2355,5718727,-48,C
2356,5718727,-49,C
2357,5718727,-50,C
2358,5718727,-51,C
2359,5718727,-52,C
2360,5718727,-53,C
2361,5718727,-54,C
2362,5718727,-55,C
2363,5718727,-56,C
2364,5718727,-57,C
2365,5718727,-58,C
2366,5718727,-59,C
2367,5718727,-60,C
2368,5718727,-61,C
2369,5718727,-62,C
2370,5718727,-63,C
2371,5718727,-64,C
2372,5718727,-65,C
2373,5718727,-66,C
2374,5718727,-67,C
2375,5718727,-68,C
2376,5718727,-69,C
2377,5718727,-70,C
2378,5718727,-71,C
2379,5718727,-72,C
2380,5718727,-73,C
2381,5718727,-74,C
2382,5718727,-75,C
2383,5718727,-76,C
2384,5718727,-77,C
2385,5718727,-78,C
2386,5718727,-79,C
2387,5718727,-80,C
2388,5718727,-81,C
2389,5718727,-82,C
2390,5718727,-83,C
2391,5718727,-84,C
2392,5718727,-85,C
2393,5718727,-86,C
2394,5718727,-87,C
2395,5718727,-88,C
2396,5718727,-89,C
2397,5718727,-90,X
2398,5718727,-91,X
2399,5718727,-92,X
2400,5718727,-93,X
2401,5718727,-94,X
2402,5718727,-95,X
2403,5718727,-96,X
2404,5718761,0,C
2405,5718761,-1,C
2406,5718761,-2,C
2407,5718761,-3,C
2408,5718761,-4,C
2409,5718761,-5,C
2410,5718761,-6,C
2411,5718761,-7,C
2412,5718761,-8,C
