,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
244,2653610,113677,Consumer loans,8917.965,57105.0,48096.0,11421.0,57105.0,MONDAY,10,Y,1,0.208990830732854,,,XAP,Approved,-515,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,186,Consumer electronics,6.0,middle,POS household with interest,365243.0,-484.0,-334.0,-334.0,-327.0,0.0
245,1649135,334570,Consumer loans,5786.415,57870.9,52083.0,5787.9,57870.9,TUESDAY,14,Y,1,0.1089243345572173,,,XAP,Approved,-2920,XNA,XAP,,New,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2882.0,-2612.0,-2612.0,-2607.0,0.0
246,2715822,207619,Consumer loans,13504.185,261202.5,261202.5,0.0,261202.5,WEDNESDAY,18,Y,1,0.0,,,XAP,Approved,-1149,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Regional / Local,122,Consumer electronics,24.0,low_normal,POS other with interest,365243.0,-1118.0,-428.0,-428.0,-424.0,0.0
247,2055255,427620,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-371,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
248,2268930,192475,Cash loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XNA,Canceled,-198,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
249,1691921,349351,Revolving loans,15750.0,315000.0,315000.0,,315000.0,WEDNESDAY,10,Y,1,,,,XAP,Approved,-215,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-212.0,-164.0,365243.0,365243.0,365243.0,0.0
250,2010349,180393,Revolving loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XAP,Canceled,-308,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
251,2606740,372255,Cash loans,34077.33,909000.0,1160973.0,,909000.0,SUNDAY,15,Y,1,,,,XNA,Refused,-218,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
252,2455914,348859,Cash loans,,0.0,0.0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-24,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
253,1324205,265757,Cash loans,69127.38,1170000.0,1237954.5,,1170000.0,MONDAY,16,Y,1,,,,XNA,Approved,-360,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-330.0,360.0,-180.0,-172.0,1.0
254,2812070,358702,Revolving loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XAP,Canceled,-228,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
255,2782972,392308,Revolving loans,,0.0,0.0,,,FRIDAY,15,Y,1,,,,XAP,Canceled,-258,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
256,1105286,429332,Consumer loans,6262.155,37255.5,37701.0,1890.0,37255.5,FRIDAY,14,Y,1,0.0519911550145694,,,XAP,Approved,-2037,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,37,Connectivity,8.0,high,POS mobile with interest,365243.0,-1999.0,-1789.0,-1789.0,-1783.0,0.0
257,2509325,259310,Consumer loans,13363.65,133650.0,120285.0,13365.0,133650.0,SATURDAY,14,Y,1,0.1089090909090909,,,XAP,Approved,-1374,XNA,XAP,Other_B,New,Gardening,POS,XNA,Stone,50,Construction,10.0,low_normal,POS other with interest,365243.0,-1343.0,-1073.0,-1073.0,-1064.0,0.0
258,2668337,448680,Consumer loans,36817.47,601200.0,601200.0,0.0,601200.0,WEDNESDAY,15,Y,1,0.0,,,XAP,Approved,-532,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,400,Furniture,24.0,middle,POS industry with interest,365243.0,-500.0,190.0,-260.0,-255.0,0.0
259,1862246,305608,Consumer loans,18108.18,93015.0,97924.5,0.0,93015.0,FRIDAY,10,Y,1,0.0,,,XAP,Approved,-431,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,282,Consumer electronics,6.0,middle,POS household with interest,365243.0,-401.0,-251.0,-281.0,-275.0,1.0
260,1321051,118877,Consumer loans,9957.555,95170.32,105214.5,4.32,95170.32,TUESDAY,15,Y,1,4.471512536704676e-05,,,XAP,Approved,-1180,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,771,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1149.0,-819.0,-1029.0,-1021.0,0.0
261,2724439,163961,Cash loans,39369.6,360000.0,360000.0,0.0,360000.0,WEDNESDAY,12,Y,1,0.0,,,XNA,Refused,-2337,XNA,LIMIT,,Refreshed,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,,,,,,
262,2562544,163961,Cash loans,29527.2,270000.0,270000.0,0.0,270000.0,WEDNESDAY,12,Y,1,0.0,,,XNA,Approved,-2337,XNA,XAP,,Refreshed,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2307.0,-1977.0,-1977.0,-1969.0,0.0
263,1144853,397792,Consumer loans,6213.555,57150.0,63184.5,0.0,57150.0,SATURDAY,12,Y,1,0.0,,,XAP,Refused,-252,Cash through the bank,HC,Unaccompanied,Repeater,Jewelry,POS,XNA,Stone,29,Industry,12.0,middle,POS other with interest,,,,,,
264,1949754,440976,Consumer loans,7445.205,73080.0,72283.5,7308.0,73080.0,FRIDAY,11,Y,1,0.0999990748212605,,,XAP,Approved,-2050,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,141,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2015.0,-1685.0,-1685.0,-1677.0,0.0
265,2437564,208146,Consumer loans,3031.38,19845.0,21591.0,0.0,19845.0,MONDAY,10,Y,1,0.0,,,XAP,Approved,-728,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,33,Connectivity,10.0,high,POS mobile with interest,365243.0,-697.0,-427.0,-457.0,-449.0,0.0
266,2312862,330125,Cash loans,,225000.0,225000.0,0.0,225000.0,WEDNESDAY,11,Y,1,0.0,,,XNA,Refused,-428,XNA,XNA,,Repeater,XNA,XNA,XNA,Country-wide,30,Connectivity,,XNA,Cash,,,,,,
267,1656819,324462,Consumer loans,,112711.095,112711.095,,112711.095,THURSDAY,13,Y,1,,,,XAP,Refused,-1075,Cash through the bank,HC,Family,Repeater,Computers,XNA,XNA,Country-wide,1772,Consumer electronics,,XNA,POS household with interest,,,,,,
268,1741220,181080,Revolving loans,6750.0,135000.0,135000.0,,135000.0,SATURDAY,12,Y,1,,,,XAP,Refused,-538,XNA,LIMIT,,New,XNA,Cards,walk-in,Regional / Local,2429,Consumer electronics,0.0,XNA,Card Street,,,,,,
269,1061654,237960,Consumer loans,13764.555,125257.5,125257.5,0.0,125257.5,THURSDAY,9,Y,1,0.0,,,XAP,Refused,-540,Cash through the bank,HC,,Repeater,Mobile,POS,XNA,Country-wide,48,Connectivity,10.0,low_normal,POS mobile without interest,,,,,,
270,2024662,424679,Consumer loans,3951.54,27580.5,32940.0,1395.0,27580.5,TUESDAY,10,Y,1,0.0442487787441915,,,XAP,Approved,-1780,Cash through the bank,XAP,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,20,Connectivity,12.0,high,POS mobile with interest,365243.0,-1749.0,-1419.0,-1449.0,-1446.0,0.0
271,1891648,100373,Consumer loans,10872.99,115695.0,115119.0,11569.5,115695.0,SATURDAY,22,Y,1,0.099458413926499,,,XAP,Approved,-1053,Cash through the bank,XAP,Unaccompanied,New,Medicine,POS,XNA,Stone,25,Industry,12.0,low_normal,POS household with interest,365243.0,-1013.0,-683.0,-713.0,-709.0,0.0
272,1728692,316044,Consumer loans,8372.97,34281.0,40720.5,0.0,34281.0,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-449,XNA,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,30,Connectivity,6.0,high,POS mobile with interest,365243.0,-417.0,-267.0,-267.0,-262.0,0.0
273,1168330,133439,Cash loans,16099.065,180000.0,203760.0,,180000.0,WEDNESDAY,11,Y,1,,,,Other,Refused,-553,XNA,LIMIT,,Repeater,XNA,Cash,walk-in,Country-wide,30,Connectivity,24.0,high,Cash Street: high,,,,,,
274,1769107,260342,Consumer loans,1097.64,9663.885,9663.885,0.0,9663.885,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-281,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,4,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-236.0,34.0,365243.0,365243.0,0.0
275,2155374,453205,Consumer loans,4045.095,40455.0,36409.5,4045.5,40455.0,SATURDAY,10,Y,1,0.1089090909090909,,,XAP,Approved,-2603,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,2024,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2572.0,-2302.0,-2422.0,-2413.0,0.0
276,2036614,453205,Consumer loans,1685.34,40455.0,36166.5,4288.5,40455.0,SATURDAY,10,Y,1,0.1154509050460107,,,XAP,Refused,-2603,Cash through the bank,SCO,Family,New,XNA,POS,XNA,Country-wide,2024,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
277,2770539,185661,Revolving loans,6750.0,0.0,180000.0,,,THURSDAY,11,N,0,,,,XAP,Refused,-2621,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,2024,Consumer electronics,0.0,XNA,Card Street,,,,,,
278,1107554,298900,Consumer loans,7948.215,73926.0,73120.5,7393.5,73926.0,THURSDAY,7,Y,1,0.1000098571225331,,,XAP,Approved,-2709,Cash through the bank,XAP,Children,Repeater,Consumer Electronics,POS,XNA,Country-wide,2024,Consumer electronics,12.0,high,POS household with interest,365243.0,-2678.0,-2348.0,-2348.0,-2342.0,1.0
279,2157182,152657,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-242,XNA,XAP,,Repeater,XNA,XNA,XNA,Country-wide,30,Connectivity,,XNA,Cash,,,,,,
280,1287036,272472,Consumer loans,8026.695,92610.0,74088.0,18522.0,92610.0,TUESDAY,12,Y,1,0.2178181818181818,,,XAP,Approved,-680,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,20,Connectivity,12.0,high,POS mobile with interest,365243.0,-646.0,-316.0,-376.0,-374.0,0.0
281,1287039,139148,Consumer loans,22298.04,127264.5,120582.0,12730.5,127264.5,MONDAY,14,Y,1,0.1040012888377445,,,XAP,Approved,-645,Cash through the bank,XAP,,New,Computers,POS,XNA,Regional / Local,91,Consumer electronics,6.0,middle,POS household with interest,365243.0,-610.0,-460.0,-490.0,-478.0,0.0
282,1540496,168941,Consumer loans,9580.455,41296.5,46593.0,0.0,41296.5,SUNDAY,8,Y,1,0.0,,,XAP,Approved,-633,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,55,Connectivity,6.0,high,POS mobile with interest,365243.0,-602.0,-452.0,-452.0,-444.0,0.0
283,2287554,149507,Consumer loans,20713.635,220518.0,220518.0,0.0,220518.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-736,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-705.0,-375.0,-705.0,-696.0,0.0
284,1645166,227459,Consumer loans,4624.47,25380.0,22680.0,2700.0,25380.0,SATURDAY,13,Y,1,0.1158607350096711,,,XAP,Approved,-1780,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Regional / Local,5,Connectivity,6.0,high,POS mobile with interest,365243.0,-1745.0,-1595.0,-1625.0,-1618.0,0.0
285,1857686,184577,Cash loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XNA,Canceled,-280,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
286,1776061,455912,Cash loans,20317.59,270000.0,291919.5,,270000.0,THURSDAY,14,Y,1,,,,XNA,Approved,-725,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-695.0,-185.0,-395.0,-379.0,1.0
287,2146436,140927,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-85,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
288,2648616,323134,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-50,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
289,1210829,239856,Cash loans,42306.795,675000.0,721332.0,,675000.0,MONDAY,10,Y,1,,,,XNA,Approved,-910,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-880.0,-190.0,-760.0,-754.0,1.0
290,1096988,317524,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-301,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
291,2143974,159232,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-57,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
292,1733121,244071,Consumer loans,4860.72,64485.0,67230.0,6448.5,64485.0,THURSDAY,6,Y,1,0.0953195671365829,,,XAP,Refused,-688,XNA,HC,,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,18.0,middle,POS household with interest,,,,,,
293,1773062,440690,Consumer loans,18397.665,170500.5,164421.0,17050.5,170500.5,TUESDAY,14,Y,1,0.1023276081668721,,,XAP,Approved,-1078,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,1581,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1047.0,-777.0,-777.0,-750.0,0.0
294,1364216,423361,Consumer loans,13553.37,166468.5,169695.0,16650.0,166468.5,MONDAY,15,Y,1,0.0973107066804241,,,XAP,Approved,-1456,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Regional / Local,1581,Consumer electronics,18.0,middle,POS household with interest,365243.0,-1425.0,-915.0,-975.0,-967.0,0.0
295,2161897,246218,Consumer loans,7605.0,69205.5,69205.5,0.0,69205.5,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-552,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,20,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-514.0,-244.0,-274.0,-267.0,0.0
296,2769470,269464,Consumer loans,6873.39,61866.0,69214.5,0.0,61866.0,TUESDAY,17,Y,1,0.0,,,XAP,Approved,-220,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,1800,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-190.0,140.0,-10.0,-5.0,1.0
297,2161906,211051,Consumer loans,3131.01,26460.0,26113.5,2700.0,26460.0,TUESDAY,13,Y,1,0.1020544347110019,,,XAP,Approved,-2111,Non-cash from your account,XAP,,New,Mobile,POS,XNA,Stone,25,Connectivity,12.0,high,POS mobile with interest,365243.0,-2073.0,-1743.0,-1863.0,-1861.0,0.0
298,2326884,381906,Cash loans,9203.4,157500.0,240660.0,,157500.0,THURSDAY,7,Y,1,,,,XNA,Refused,-187,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
299,2454716,280088,Consumer loans,28473.885,741375.0,628875.0,112500.0,741375.0,TUESDAY,11,Y,1,0.1652641743688784,,,XAP,Refused,-164,Cash through the bank,HC,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,180,Furniture,30.0,low_normal,POS industry with interest,,,,,,
300,1581859,105915,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,14,Y,1,,,,XAP,Refused,-308,XNA,LIMIT,Unaccompanied,Refreshed,XNA,Cards,walk-in,Country-wide,50,Connectivity,0.0,XNA,Card Street,,,,,,
301,2478623,313561,Consumer loans,16855.65,81810.0,86130.0,0.0,81810.0,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-1029,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,200,Consumer electronics,6.0,high,POS household with interest,365243.0,-998.0,-848.0,-848.0,-845.0,0.0
302,2091687,352408,Cash loans,26774.1,495000.0,553806.0,,495000.0,SUNDAY,9,Y,1,,,,XNA,Refused,-32,XNA,HC,Family,Repeater,XNA,Cash,x-sell,Stone,200,Consumer electronics,36.0,middle,Cash X-Sell: middle,,,,,,
303,2524156,443195,Cash loans,7606.125,112500.0,112500.0,0.0,112500.0,FRIDAY,7,Y,1,0.0,,,XNA,Approved,-2388,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,high,Cash Street: high,365243.0,-2358.0,-1668.0,-1698.0,-1693.0,0.0
304,2368405,155370,Consumer loans,5007.285,39042.0,42907.5,0.0,39042.0,MONDAY,10,Y,1,0.0,,,XAP,Approved,-2307,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,61,Connectivity,12.0,high,POS mobile with interest,365243.0,-2276.0,-1946.0,-1946.0,-1944.0,1.0
305,2120312,323416,Consumer loans,6632.37,63621.0,61015.5,8100.0,63621.0,THURSDAY,15,Y,1,0.1276361505543092,,,XAP,Approved,-2580,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Regional / Local,15,Connectivity,12.0,high,POS mobile with interest,365243.0,-2549.0,-2219.0,-2219.0,-2213.0,1.0
306,2371781,137051,Consumer loans,13519.89,112459.14,109561.5,11249.64,112459.14,MONDAY,18,Y,1,0.1014135008952439,,,XAP,Approved,-2313,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,1503,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2260.0,-1990.0,-2170.0,-2153.0,0.0
307,1834875,395307,Revolving loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XAP,Canceled,-213,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
308,1275784,343957,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-532,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
309,1027195,286895,Consumer loans,11051.28,117000.0,117000.0,0.0,117000.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-889,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,1000,Furniture,12.0,low_normal,POS industry with interest,365243.0,-858.0,-528.0,-528.0,-520.0,0.0
310,2605376,411276,Cash loans,5674.5,45000.0,54103.5,,45000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-711,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-681.0,-351.0,-351.0,-346.0,1.0
311,1527905,268880,Cash loans,,0.0,0.0,,,FRIDAY,8,Y,1,,,,XNA,Canceled,-445,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
312,2793811,139978,Cash loans,11330.28,229500.0,302206.5,,229500.0,THURSDAY,8,Y,1,,,,Repairs,Refused,-33,Cash through the bank,SCOFR,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_action,Cash Street: low,,,,,,
313,2036767,159610,Cash loans,14585.895,135000.0,182956.5,,135000.0,SATURDAY,10,Y,1,,,,Repairs,Refused,-492,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,
314,1182518,433233,Consumer loans,5226.57,125505.9,112158.0,13347.9,125505.9,MONDAY,17,Y,1,0.1158278339540574,,,XAP,Approved,-2698,Cash through the bank,XAP,"Spouse, partner",Repeater,Consumer Electronics,POS,XNA,Country-wide,960,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2667.0,-1977.0,-1977.0,-1971.0,0.0
315,1053449,454548,Consumer loans,13069.215,44406.0,45873.0,0.0,44406.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-2496,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,960,Consumer electronics,4.0,high,POS household with interest,365243.0,-2455.0,-2365.0,-2365.0,-2348.0,1.0
316,1028290,230321,Consumer loans,3209.4,32971.5,30550.5,6597.0,32971.5,SATURDAY,17,Y,1,0.1934109355211717,,,XAP,Approved,-330,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,800,Consumer electronics,12.0,middle,POS household with interest,365243.0,-300.0,30.0,365243.0,365243.0,1.0
317,1078540,279029,Consumer loans,4545.72,48802.5,43920.0,4882.5,48802.5,THURSDAY,12,Y,1,0.108959302569261,,,XAP,Approved,-2021,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Stone,20,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1986.0,-1656.0,-1656.0,-1633.0,0.0
318,1373426,349464,Consumer loans,5736.96,69436.71,55548.0,13888.71,69436.71,SUNDAY,15,Y,1,0.2178396384275694,,,XAP,Refused,-164,Cash through the bank,HC,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,150,Construction,12.0,middle,POS industry with interest,,,,,,
319,1976364,413934,Consumer loans,8297.505,199687.5,179716.5,19971.0,199687.5,THURSDAY,13,Y,1,0.1089213623559538,,,XAP,Approved,-406,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,150,Construction,36.0,middle,POS industry with interest,365243.0,-375.0,675.0,-165.0,-158.0,0.0
320,2040274,197626,Consumer loans,9373.185,67126.5,48564.0,22126.5,67126.5,THURSDAY,19,Y,1,0.3408912088611622,,,XAP,Approved,-35,Cash through the bank,XAP,Unaccompanied,Repeater,Jewelry,POS,XNA,Country-wide,50,Jewelry,6.0,middle,POS other with interest,365243.0,-5.0,145.0,365243.0,365243.0,1.0
321,1095412,206765,Cash loans,13095.45,229500.0,309073.5,,229500.0,MONDAY,14,Y,1,,,,XNA,Refused,-194,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
322,1991401,308325,Consumer loans,9189.09,120600.0,82251.0,45000.0,120600.0,MONDAY,15,Y,1,0.3851371769895005,,,XAP,Approved,-462,Cash through the bank,XAP,Unaccompanied,Repeater,Vehicles,POS,XNA,Stone,100,Auto technology,10.0,low_normal,POS other with interest,365243.0,-431.0,-161.0,-161.0,-155.0,0.0
323,1912691,365415,Cash loans,5693.085,45000.0,47970.0,,45000.0,FRIDAY,10,Y,1,,,,Repairs,Approved,-529,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,12.0,high,Cash Street: high,365243.0,-499.0,-169.0,-199.0,-191.0,1.0
324,2373885,358186,Cash loans,17818.02,310500.0,344110.5,,310500.0,FRIDAY,15,Y,1,,,,XNA,Approved,-460,Cash through the bank,XAP,Family,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-430.0,260.0,365243.0,365243.0,1.0
325,2543602,381168,Consumer loans,,34035.75,34035.75,0.0,34035.75,SATURDAY,13,Y,1,0.0,,,XAP,Unused offer,-777,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,45,Connectivity,,XNA,POS mobile with interest,,,,,,
326,1112796,163998,Consumer loans,18903.915,118341.0,132399.0,0.0,118341.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-298,XNA,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,900,Construction,8.0,middle,POS industry with interest,365243.0,-241.0,-31.0,-61.0,-55.0,0.0
327,1610828,322360,Cash loans,20983.995,180000.0,191880.0,0.0,180000.0,MONDAY,9,Y,1,0.0,,,XNA,Approved,-2338,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2308.0,-1978.0,-1978.0,-1611.0,1.0
328,2778584,273378,Consumer loans,40072.59,364230.0,364230.0,0.0,364230.0,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-704,Cash through the bank,XAP,"Spouse, partner",New,Homewares,POS,XNA,Regional / Local,36,Clothing,10.0,low_normal,POS other with interest,365243.0,-670.0,-400.0,-400.0,-398.0,0.0
329,2252136,223993,Consumer loans,,34011.675,34011.675,0.0,34011.675,THURSDAY,13,Y,1,0.0,,,XAP,Refused,-1048,Cash through the bank,HC,,Repeater,Mobile,XNA,XNA,Country-wide,76,Connectivity,,XNA,POS mobile with interest,,,,,,
330,1598252,336199,Consumer loans,4203.945,52065.0,41652.0,10413.0,52065.0,SATURDAY,18,Y,1,0.2178181818181818,,,XAP,Approved,-388,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-357.0,-27.0,-297.0,-289.0,0.0
331,1035336,449061,Consumer loans,2937.87,18954.0,18180.0,1899.0,18954.0,SUNDAY,14,Y,1,0.103002322643739,,,XAP,Approved,-1524,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,30,Connectivity,8.0,high,POS mobile with interest,365243.0,-1491.0,-1281.0,-1281.0,-1272.0,0.0
332,1724113,133066,Consumer loans,10925.505,51259.5,41004.0,10255.5,51259.5,TUESDAY,15,Y,1,0.2178946696355177,,,XAP,Approved,-785,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,4.0,middle,POS mobile without interest,365243.0,-753.0,-663.0,-663.0,-652.0,0.0
