,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
376,2487119,311786,-6,100967.985,450000,0.0,139939.83,0.0,139939.83,2250.0,45000.0,45000.0,100967.985,100967.985,100967.985,0.0,3,0.0,3.0,14.0,Active,0,0
377,1068722,343859,-5,83612.16,540000,0.0,71372.25,0.0,71372.25,12813.615,256050.0,256050.0,71594.865,83612.16,83612.16,0.0,1,0.0,1.0,17.0,Active,0,0
378,2755032,446862,-4,171179.1,450000,9000.0,9000.0,0.0,0.0,9052.29,9450.0,82.89,168442.065,171179.1,171179.1,1.0,1,0.0,0.0,26.0,Active,0,0
379,2720092,130276,-5,106638.525,112500,0.0,2971.485,0.0,2971.485,7875.0,7650.0,7650.0,103836.105,106638.525,106638.525,0.0,2,0.0,2.0,63.0,Active,7,0
380,2621637,228495,-5,420611.895,495000,99000.0,184765.5,0.0,85765.5,10541.565,11250.0,11250.0,400807.665,413884.395,413884.395,5.0,14,0.0,9.0,12.0,Active,0,0
381,2672693,429139,-5,215392.59,270000,0.0,0.0,0.0,0.0,10986.345,11250.0,11250.0,208476.495,215617.59,215617.59,0.0,0,0.0,0.0,91.0,Active,0,0
382,2173300,201351,-7,245160.81,450000,0.0,13092.525,0.0,13092.525,13096.755,18000.0,18000.0,239027.355,245160.81,245160.81,0.0,3,0.0,3.0,23.0,Active,0,0
383,1557203,361477,-4,4842.495,450000,0.0,31437.45,0.0,31437.45,2250.0,473422.005,471172.005,4842.495,4842.495,4842.495,0.0,10,0.0,10.0,5.0,Active,0,0
384,1283727,424733,-4,255.555,45000,45000.0,45000.0,0.0,0.0,2351.745,47475.0,47475.0,0.0,0.0,0.0,1.0,1,0.0,0.0,9.0,Active,0,0
385,2640978,417386,-2,280218.87,450000,15750.0,15750.0,0.0,0.0,13374.945,13500.0,13500.0,268148.385,277752.87,277752.87,2.0,2,0.0,0.0,38.0,Active,0,0
386,1065408,261835,-7,173949.75,337500,0.0,17505.0,0.0,17505.0,9799.92,45209.655,45209.655,168293.52,173279.25,173279.25,0.0,1,0.0,1.0,18.0,Active,0,0
387,2652031,389398,-6,27258.795,450000,0.0,39384.0,0.0,39384.0,0.0,11250.0,9000.0,27258.795,27258.795,27258.795,0.0,1,0.0,1.0,15.0,Active,0,0
388,1053765,165075,-1,71786.88,135000,0.0,2765.475,0.0,2765.475,9450.0,31500.0,31500.0,68829.12,71786.88,71786.88,0.0,1,0.0,1.0,61.0,Active,0,0
389,1536174,309130,-4,24132.645,630000,0.0,24152.4,0.0,24152.4,2250.0,967.5,492.795,24132.105,24132.645,24132.645,0.0,2,0.0,2.0,6.0,Active,0,0
390,2122828,215727,-4,178717.815,292500,0.0,66186.0,0.0,66186.0,6110.91,6300.0,6300.0,175804.605,178717.815,178717.815,0.0,1,0.0,1.0,21.0,Active,0,0
391,1740407,312252,-4,110237.895,157500,0.0,0.0,0.0,0.0,5736.06,6878.655,6878.655,107842.815,110237.895,110237.895,0.0,0,0.0,0.0,15.0,Active,0,0
392,1914917,280060,-1,326648.61,450000,0.0,0.0,0.0,0.0,16522.875,18000.0,18000.0,312457.41,326648.61,326648.61,0.0,0,0.0,0.0,22.0,Active,0,0
393,2629916,257532,-2,425555.235,450000,0.0,0.0,0.0,0.0,22882.275,22950.0,22950.0,405982.35,422219.115,422219.115,0.0,0,0.0,0.0,22.0,Active,0,0
394,1233469,260219,-1,32552.865,450000,0.0,32555.07,0.0,32555.07,0.0,8466.705,8466.705,32552.865,32552.865,32552.865,0.0,7,0.0,7.0,19.0,Active,0,0
395,1940432,177421,-4,46038.33,495000,42750.0,43555.5,0.0,805.5,0.0,0.0,0.0,43176.33,43347.33,43347.33,2.0,3,0.0,1.0,13.0,Active,0,0
396,2165194,454534,-5,2703.24,450000,31500.0,135699.75,0.0,104199.75,7354.035,340087.725,324622.35,0.0,0.0,0.0,2.0,9,0.0,7.0,4.0,Active,0,0
397,1259949,170565,-1,202370.445,225000,0.0,0.0,0.0,0.0,11681.685,18000.0,18000.0,197633.79,202370.445,202370.445,0.0,0,0.0,0.0,9.0,Active,0,0
398,2315967,104355,-5,129.015,135000,22500.0,22522.5,0.0,22.5,0.0,25200.0,22950.0,0.0,0.0,0.0,1.0,2,0.0,1.0,0.0,Active,0,0
399,2475918,296774,-1,396632.025,427500,0.0,15934.5,0.0,15934.5,18557.82,18562.5,18562.5,378614.61,396632.025,396632.025,0.0,8,0.0,8.0,38.0,Active,0,0
400,1408913,383193,-2,322963.695,450000,0.0,74554.065,0.0,74554.065,15445.665,67500.0,67500.0,315967.455,322963.695,322963.695,0.0,17,0.0,17.0,18.0,Active,0,0
401,2341378,302616,-5,47480.67,450000,0.0,11047.5,0.0,11047.5,2848.815,22500.0,22500.0,45523.575,47130.12,47130.12,0.0,2,0.0,2.0,39.0,Active,0,0
402,2307212,225015,-4,245337.57,225000,33300.0,33300.0,0.0,0.0,3007.17,3150.0,3150.0,224960.355,242259.885,242259.885,1.0,1,0.0,0.0,19.0,Active,0,0
403,1519394,322290,-1,210874.59,427500,0.0,0.0,0.0,0.0,10698.525,0.0,0.0,200470.545,208660.455,208660.455,0.0,0,0.0,0.0,5.0,Active,0,0
404,2210035,145601,-6,146780.865,135000,0.0,0.0,0.0,0.0,0.0,,0.0,133677.0,144500.535,144500.535,0.0,0,0.0,0.0,0.0,Active,0,0
405,1290828,438574,-1,25602.255,450000,288000.0,295078.5,0.0,7078.5,2250.0,315651.33,315651.33,19906.02,20741.985,20741.985,3.0,5,0.0,2.0,17.0,Active,0,0
406,1492336,375495,-1,467217.18,450000,4500.0,9328.5,0.0,4828.5,23054.31,23175.0,23175.0,449930.565,465871.68,465871.68,1.0,9,0.0,8.0,39.0,Active,0,0
407,1743366,250314,-1,317477.385,315000,0.0,0.0,0.0,0.0,16418.52,17550.0,17550.0,310820.58,317477.385,317477.385,0.0,0,0.0,0.0,11.0,Active,0,0
408,2600656,450308,-1,253870.065,450000,45000.0,45000.0,0.0,0.0,10543.455,13500.0,13500.0,242369.1,253870.065,253870.065,1.0,1,0.0,0.0,95.0,Active,0,0
409,1772479,157191,-5,114737.535,450000,0.0,0.0,0.0,0.0,6256.08,6750.0,6750.0,111621.825,114737.535,114737.535,0.0,0,0.0,0.0,13.0,Active,0,0
410,2379642,291656,-1,866375.685,900000,0.0,46800.0,46800.0,0.0,43091.775,87944.4,45546.93,851999.715,865030.185,865030.185,0.0,1,1.0,0.0,15.0,Active,0,0
411,2287934,214176,-4,0.0,450000,0.0,0.0,0.0,0.0,0.0,305.955,305.955,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active,0,0
412,1295419,211981,-3,165751.875,180000,0.0,0.0,0.0,0.0,10800.0,15750.0,15750.0,158906.79,165751.875,165751.875,0.0,0,0.0,0.0,103.0,Active,0,0
413,1782121,426766,-1,279561.285,270000,4500.0,4500.0,0.0,0.0,13781.52,0.0,0.0,265730.625,278215.785,278215.785,1.0,1,0.0,0.0,38.0,Active,0,0
414,2814245,208720,-7,122716.17,180000,0.0,6938.865,0.0,6938.865,6340.41,6911.91,6911.91,120084.93,122716.17,122716.17,0.0,2,0.0,2.0,3.0,Active,0,0
415,1597194,101399,-7,410062.365,450000,0.0,2625.615,0.0,2625.615,22093.56,22500.0,22500.0,399496.95,410062.365,410062.365,0.0,2,0.0,2.0,38.0,Active,0,0
416,1940436,165175,-6,589881.195,630000,31500.0,31500.0,0.0,0.0,31496.4,63000.0,32174.37,585012.15,588535.695,588535.695,1.0,1,0.0,0.0,21.0,Active,0,0
417,1263505,115478,-2,388757.385,382500,0.0,0.0,0.0,0.0,19692.045,21150.0,21150.0,371542.23,385896.51,385896.51,0.0,0,0.0,0.0,16.0,Active,0,0
418,1370187,277284,-3,255335.625,450000,184500.0,247361.67,0.0,62861.67,130.5,170.055,170.055,247322.115,248608.125,248608.125,5.0,16,0.0,11.0,19.0,Active,0,0
419,2007396,224055,-7,385138.035,405000,0.0,854.55,0.0,854.55,20960.28,22500.0,22500.0,375060.24,385138.035,385138.035,0.0,1,0.0,1.0,16.0,Active,0,0
420,1676666,290240,-4,216754.92,225000,0.0,0.0,0.0,0.0,10850.715,11250.0,11250.0,205764.66,215170.515,215170.515,0.0,0,0.0,0.0,24.0,Active,0,0
421,1849318,165698,-5,29837.565,45000,0.0,0.0,0.0,0.0,3150.0,3150.0,3150.0,29095.875,29837.565,29837.565,0.0,0,0.0,0.0,59.0,Active,0,0
422,1890031,150035,-3,185685.435,450000,13500.0,13500.0,0.0,0.0,22020.66,292500.0,270752.76,178445.115,184339.935,184339.935,1.0,1,0.0,0.0,27.0,Active,0,0
423,1684619,416865,-7,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
424,2451764,368477,-2,4869.63,360000,0.0,6749.73,0.0,6749.73,225.0,0.0,0.0,4167.045,4167.045,4167.045,0.0,1,0.0,1.0,13.0,Active,0,0
425,2571927,423117,-5,160148.925,765000,0.0,170410.365,0.0,170410.365,0.0,10261.44,10261.44,160148.925,160148.925,160148.925,0.0,28,0.0,28.0,5.0,Active,0,0
426,2541695,239008,-4,315767.655,540000,9000.0,9000.0,0.0,0.0,16713.0,18000.0,18000.0,307260.225,314197.155,314197.155,1.0,1,0.0,0.0,8.0,Active,0,0
427,2567733,224437,-6,120225.015,135000,0.0,259504.38,0.0,259504.38,250.515,143023.365,142798.365,120225.015,120225.015,120225.015,0.0,9,0.0,9.0,6.0,Active,0,0
428,1825672,154340,-1,135430.56,135000,0.0,3138.075,0.0,3138.075,6790.545,6795.0,6795.0,132153.975,135430.56,135430.56,0.0,7,0.0,7.0,39.0,Active,0,0
429,1414183,241654,-7,213205.32,225000,0.0,0.0,0.0,0.0,11731.995,13500.0,13500.0,207639.99,213205.32,213205.32,0.0,0,0.0,0.0,39.0,Active,0,0
430,1605242,172542,-5,3960.135,450000,0.0,13077.0,0.0,13077.0,2250.0,13500.0,11250.0,3960.135,3960.135,3960.135,0.0,2,0.0,2.0,3.0,Active,0,0
431,1982852,220271,-1,75749.67,135000,0.0,17338.95,0.0,17338.95,2250.0,2250.0,2250.0,72717.3,74388.735,74388.735,0.0,9,0.0,9.0,6.0,Active,0,0
432,1329336,299010,-5,434520.09,405000,4500.0,4500.0,0.0,0.0,21338.325,22500.0,22500.0,404681.715,429422.715,429422.715,1.0,1,0.0,0.0,5.0,Active,0,0
433,1848413,164280,-2,46389.195,45000,0.0,5509.17,0.0,5509.17,2250.0,0.0,0.0,44589.06,46033.695,46033.695,0.0,1,0.0,1.0,43.0,Active,0,0
434,1474542,290527,-6,327202.83,360000,0.0,0.0,0.0,0.0,25200.0,25200.0,25200.0,318107.52,327202.83,327202.83,0.0,0,0.0,0.0,61.0,Active,0,0
435,1797945,243700,-7,255457.35,225000,0.0,0.0,0.0,0.0,12477.78,12850.29,12850.29,236931.615,253187.46,253187.46,0.0,0,0.0,0.0,20.0,Active,0,0
436,1870546,138167,-4,187959.15,225000,0.0,0.0,0.0,0.0,9108.72,18000.0,7883.91,184321.755,187959.15,187959.15,0.0,0,0.0,0.0,24.0,Active,0,0
437,2100894,257275,-3,761464.665,765000,0.0,12412.305,0.0,12412.305,38782.845,45230.85,45230.85,742837.995,761464.665,761464.665,0.0,3,0.0,3.0,18.0,Active,0,0
438,1956396,452001,-4,467697.42,450000,8100.0,8100.0,0.0,0.0,23244.255,23400.0,23400.0,449584.74,466351.92,466351.92,1.0,1,0.0,0.0,28.0,Active,0,0
439,1969950,371295,-6,137268.18,135000,2250.0,2400.615,0.0,150.615,6895.845,7021.71,7021.71,132682.095,135534.285,135534.285,1.0,2,0.0,1.0,11.0,Active,0,0
440,1354963,115288,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,33.705,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72.0,Active,0,0
441,2596395,120486,-1,189799.65,225000,0.0,50575.5,0.0,50575.5,15750.0,15750.0,15750.0,184029.57,188416.575,188416.575,0.0,1,0.0,1.0,17.0,Active,0,0
442,1648527,361402,-6,448244.73,450000,0.0,5575.95,0.0,5575.95,23060.25,28006.425,28006.425,438774.12,448244.73,448244.73,0.0,2,0.0,2.0,23.0,Active,0,0
443,1770926,297726,-4,359089.605,382500,0.0,0.0,0.0,0.0,19803.15,22500.0,22500.0,351062.91,359089.605,359089.605,0.0,0,0.0,0.0,28.0,Active,0,0
444,1461656,453290,-1,199631.16,382500,0.0,13116.6,0.0,13116.6,9370.485,0.0,0.0,190175.895,198193.365,198193.365,0.0,5,0.0,5.0,22.0,Active,0,0
445,2156820,382814,-1,264346.335,270000,0.0,0.0,0.0,0.0,13883.175,13725.0,30.15,260172.0,264346.335,264346.335,0.0,0,0.0,0.0,38.0,Active,0,0
446,2262339,152619,-7,19926.0,450000,0.0,33426.0,0.0,33426.0,244.395,6750.0,6750.0,19926.0,19926.0,19926.0,0.0,2,0.0,2.0,32.0,Active,0,0
447,2166853,366071,-7,21287.07,225000,0.0,0.0,0.0,0.0,2250.0,2250.0,0.0,20928.15,21287.07,21287.07,0.0,0,0.0,0.0,11.0,Active,0,0
448,1782960,395350,-2,371413.215,450000,0.0,0.0,0.0,0.0,20217.825,45000.0,45000.0,359356.68,371413.215,371413.215,0.0,0,0.0,0.0,23.0,Active,0,0
449,2116697,113644,-1,40559.805,450000,22500.0,39105.0,0.0,16605.0,0.0,4.41,4.41,39100.59,39214.305,39214.305,1.0,2,0.0,1.0,20.0,Active,0,0
450,1270790,300163,-1,177184.08,180000,0.0,18486.0,0.0,18486.0,8399.43,9000.0,735.165,174782.655,177184.08,177184.08,0.0,2,0.0,2.0,12.0,Active,0,0
451,2535413,299345,-3,373872.78,450000,0.0,29245.5,0.0,29245.5,17820.09,20250.0,20250.0,365397.525,373872.78,373872.78,0.0,1,0.0,1.0,23.0,Active,0,0
452,1969010,157501,-5,121680.27,382500,0.0,21788.1,0.0,21788.1,6155.28,9000.0,2046.465,121070.295,121680.27,121680.27,0.0,7,0.0,7.0,31.0,Active,0,0
453,2040148,288853,-7,258778.53,270000,0.0,2626.65,0.0,2626.65,12712.23,13500.0,13500.0,250130.295,258778.53,258778.53,0.0,1,0.0,1.0,27.0,Active,0,0
454,2116501,386753,-5,140447.25,225000,0.0,9155.34,0.0,9155.34,6946.245,0.0,0.0,134580.465,140447.25,140447.25,0.0,2,0.0,2.0,19.0,Active,0,0
455,1004900,356429,-4,463685.04,900000,337500.0,337500.0,0.0,0.0,8703.135,64800.0,64800.0,446763.06,455612.04,455612.04,6.0,6,0.0,0.0,12.0,Active,0,0
456,2248408,410812,-4,182252.97,180000,0.0,972.9,0.0,972.9,9140.94,9450.0,9450.0,175809.015,182252.97,182252.97,0.0,2,0.0,2.0,37.0,Active,0,0
457,2023056,431034,-2,25975.53,270000,0.0,0.0,0.0,0.0,2250.0,4500.0,2250.0,25574.49,25975.53,25975.53,0.0,0,0.0,0.0,27.0,Active,0,0
458,2707503,332544,-4,466872.705,450000,0.0,18972.0,0.0,18972.0,22150.845,0.0,0.0,447866.505,466872.705,466872.705,0.0,1,0.0,1.0,29.0,Active,0,0
459,1958875,383414,-6,278010.405,270000,0.0,8105.58,0.0,8105.58,13500.0,13500.0,13500.0,265967.145,275606.955,275606.955,0.0,3,0.0,3.0,39.0,Active,0,0
460,2180648,419506,-5,38025.945,225000,0.0,41100.21,0.0,41100.21,5486.31,5359.905,5359.905,38025.945,38025.945,38025.945,0.0,2,0.0,2.0,11.0,Active,0,0
461,2229831,339080,-1,22689.27,45000,0.0,44886.015,0.0,44886.015,0.0,49309.245,49309.245,22689.27,22689.27,22689.27,0.0,43,0.0,43.0,0.0,Active,0,0
462,2362980,449090,-5,373532.175,450000,0.0,43232.265,0.0,43232.265,18328.86,22500.0,22500.0,364809.6,373532.175,373532.175,0.0,3,0.0,3.0,40.0,Active,0,0
463,1801808,115331,-1,17190.0,202500,0.0,17190.0,0.0,17190.0,0.0,0.0,0.0,17190.0,17190.0,17190.0,0.0,1,0.0,1.0,5.0,Active,0,0
464,2024449,304715,-5,255897.855,765000,0.0,0.0,0.0,0.0,14040.27,15750.0,15750.0,247471.065,255767.355,255767.355,0.0,0,0.0,0.0,21.0,Active,0,0
465,2384713,376352,-7,62957.25,225000,0.0,85457.25,0.0,85457.25,0.0,22500.0,22500.0,62957.25,62957.25,62957.25,0.0,1,0.0,1.0,0.0,Active,0,0
466,2539846,339863,-5,282066.885,495000,0.0,21564.135,0.0,21564.135,12476.385,13500.0,13500.0,271389.24,279998.235,279998.235,0.0,12,0.0,12.0,21.0,Active,0,0
467,1289093,352307,-1,256272.03,450000,0.0,256272.03,0.0,256272.03,0.0,0.0,0.0,256272.03,256272.03,256272.03,0.0,3,0.0,3.0,10.0,Active,0,0
468,1840380,402158,-5,430273.755,450000,0.0,22666.545,0.0,22666.545,22083.075,22500.0,22500.0,419327.685,430273.755,430273.755,0.0,7,0.0,7.0,22.0,Active,0,0
469,1460212,118801,-5,61516.17,225000,0.0,113629.05,0.0,113629.05,2544.705,148400.505,148270.005,61516.17,61516.17,61516.17,0.0,14,0.0,14.0,11.0,Active,0,0
470,2663334,268249,-3,469563.975,450000,0.0,10080.9,0.0,10080.9,22893.615,0.0,0.0,449721.225,469563.975,469563.975,0.0,6,0.0,6.0,24.0,Active,0,0
471,1029146,205358,-5,464989.68,450000,0.0,13056.3,0.0,13056.3,22437.225,22500.0,22500.0,449754.615,464989.68,464989.68,0.0,4,0.0,4.0,24.0,Active,0,0
472,2074599,268502,-4,92443.14,900000,0.0,21807.0,0.0,21807.0,5619.6,22500.0,22500.0,89198.73,92443.14,92443.14,0.0,4,0.0,4.0,13.0,Active,0,0
473,1743802,366952,-7,98745.21,315000,0.0,101298.825,0.0,101298.825,8331.345,1769.94,1648.665,98745.21,98745.21,98745.21,0.0,5,0.0,5.0,17.0,Active,0,0
474,2795319,193507,-7,233887.32,675000,0.0,0.0,0.0,0.0,12233.79,22500.0,22500.0,222176.025,232176.555,232176.555,0.0,0,0.0,0.0,27.0,Active,0,0
475,2807741,357521,-4,142333.29,135000,0.0,1199.25,0.0,1199.25,7103.925,7200.0,7200.0,134526.465,142197.435,142197.435,0.0,1,0.0,1.0,25.0,Active,0,0
476,1337187,188969,-1,248567.265,270000,9000.0,9000.0,0.0,0.0,12957.66,13050.0,13050.0,242052.84,247221.765,247221.765,1.0,1,0.0,0.0,20.0,Active,0,0
477,1876841,310038,-7,189528.525,180000,0.0,0.0,0.0,0.0,9587.475,9900.0,9900.0,177585.075,188161.11,188161.11,0.0,0,0.0,0.0,18.0,Active,0,0
478,1376802,104523,-1,11866.815,135000,0.0,11866.995,0.0,11866.995,2250.0,0.0,0.0,11866.815,11866.815,11866.815,0.0,1,0.0,1.0,7.0,Active,717,0
479,2316060,371521,-7,250039.35,270000,0.0,0.0,0.0,0.0,13954.32,13950.0,253.98,246020.445,250039.35,250039.35,0.0,0,0.0,0.0,33.0,Active,0,0
480,2787738,379648,-1,172942.11,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,165729.285,172586.61,172586.61,0.0,0,0.0,0.0,42.0,Active,0,0
481,2148141,389573,-6,604632.69,585000,0.0,17176.77,0.0,17176.77,26143.155,29541.15,29541.15,580756.23,599490.36,599490.36,0.0,5,0.0,5.0,16.0,Active,0,0
482,2126777,311676,-6,263946.69,405000,63450.0,121028.58,0.0,57578.58,10626.435,45000.0,45000.0,242207.55,247800.69,247800.69,13.0,22,0.0,9.0,28.0,Active,0,0
483,1308932,249347,-6,387317.34,405000,0.0,0.0,0.0,0.0,19494.45,19575.0,19575.0,370313.775,387317.34,387317.34,0.0,0,0.0,0.0,26.0,Active,0,0
484,1105596,323923,-6,440520.21,450000,112500.0,131819.355,0.0,19319.355,15480.18,15750.0,15750.0,425673.045,437829.21,437829.21,2.0,4,0.0,2.0,32.0,Active,0,0
485,2029033,439552,-5,286553.745,261000,2250.0,2250.0,0.0,0.0,14173.065,14400.0,14400.0,258244.11,283106.61,283106.61,1.0,1,0.0,0.0,18.0,Active,0,0
486,2524970,423887,-5,7770.285,450000,0.0,17240.625,0.0,17240.625,2043.63,6113.97,6113.97,7770.285,7770.285,7770.285,0.0,4,0.0,4.0,41.0,Active,0,0
487,1697085,391519,-5,352164.69,720000,0.0,0.0,0.0,0.0,18044.01,23400.0,23400.0,337480.155,349566.075,349566.075,0.0,0,0.0,0.0,23.0,Active,0,0
488,2491153,131128,-5,465881.985,450000,0.0,6712.245,0.0,6712.245,23314.995,23400.0,23400.0,449611.92,465881.985,465881.985,0.0,5,0.0,5.0,30.0,Active,0,0
489,1355422,199838,-4,322044.66,450000,0.0,0.0,0.0,0.0,16738.065,29250.0,29250.0,305511.345,319692.195,319692.195,0.0,0,0.0,0.0,26.0,Active,0,0
490,1363279,174136,-1,382259.655,405000,0.0,1435.5,0.0,1435.5,20707.425,20925.0,20925.0,373733.955,382259.655,382259.655,0.0,2,0.0,2.0,41.0,Active,0,0
491,2731288,221950,-3,82526.49,360000,0.0,82153.53,0.0,82153.53,18718.425,0.0,0.0,79043.895,82149.255,82149.255,0.0,49,0.0,49.0,25.0,Active,0,0
492,1132263,228383,-7,366057.315,450000,0.0,0.0,0.0,0.0,18792.495,22500.0,22500.0,353350.305,366057.315,366057.315,0.0,0,0.0,0.0,27.0,Active,0,0
493,2290317,213868,-1,157644.135,450000,0.0,0.0,0.0,0.0,9498.105,13500.0,4401.225,154975.05,157644.135,157644.135,0.0,0,0.0,0.0,22.0,Active,0,0
494,1595285,277221,-6,461502.72,450000,11250.0,11250.0,0.0,0.0,23009.625,27000.0,27000.0,444442.275,460157.22,460157.22,1.0,1,0.0,0.0,24.0,Active,0,0
495,2819460,186874,-5,7042.005,225000,0.0,7555.5,0.0,7555.5,2250.0,6750.0,6750.0,6988.185,7042.005,7042.005,0.0,2,0.0,2.0,66.0,Active,0,0
496,1745951,257131,-6,15222.15,450000,0.0,0.0,0.0,0.0,0.0,6750.0,4500.0,14993.37,15222.15,15222.15,0.0,0,0.0,0.0,17.0,Active,0,0
497,2224776,294693,-5,16210.62,90000,0.0,55951.38,0.0,55951.38,2250.0,52706.43,52706.43,16210.62,16210.62,16210.62,0.0,22,0.0,22.0,2.0,Active,0,0
498,2216462,184362,-4,400985.91,450000,0.0,0.0,0.0,0.0,21780.225,22500.0,22500.0,390604.5,400985.91,400985.91,0.0,0,0.0,0.0,37.0,Active,0,0
499,2243487,399174,-7,225.0,90000,0.0,23316.75,0.0,23316.75,0.0,24075.0,24075.0,225.0,225.0,225.0,0.0,13,0.0,13.0,0.0,Active,0,0
500,1675661,193240,-5,428515.065,450000,0.0,0.0,0.0,0.0,23257.89,23400.0,23400.0,418357.485,428515.065,428515.065,0.0,0,0.0,0.0,37.0,Active,0,0
501,1152920,121820,-5,849309.165,900000,0.0,849442.32,0.0,849442.32,0.0,133.155,133.155,849309.165,849309.165,849309.165,0.0,75,0.0,75.0,6.0,Active,0,0
502,2820652,405591,-4,43561.755,270000,0.0,46129.5,0.0,46129.5,4256.73,30901.86,29085.795,43561.755,43561.755,43561.755,0.0,1,0.0,1.0,5.0,Active,0,0
503,1335663,367215,-5,335153.88,337500,22500.0,28059.75,0.0,5559.75,13182.48,15480.0,15480.0,316806.525,331368.975,331368.975,1.0,3,0.0,2.0,17.0,Active,0,0
504,2162364,390389,-1,369163.575,450000,0.0,450.0,0.0,450.0,22500.0,22500.0,22500.0,355408.785,368808.075,368808.075,0.0,1,0.0,1.0,39.0,Active,0,0
505,1985231,254608,-1,72339.39,450000,0.0,29418.48,0.0,29418.48,2945.475,4500.0,952.65,71617.545,72339.39,72339.39,0.0,24,0.0,24.0,13.0,Active,0,0
506,2159052,279629,-1,425446.65,450000,0.0,0.0,0.0,0.0,23143.455,23521.5,23521.5,415948.005,425446.65,425446.65,0.0,0,0.0,0.0,35.0,Active,0,0
507,2727066,250169,-4,244579.68,229500,0.0,0.0,0.0,0.0,12079.98,12150.0,12150.0,229350.96,243038.655,243038.655,0.0,0,0.0,0.0,10.0,Active,0,0
508,2726879,103731,-3,132462.36,180000,0.0,4644.45,0.0,4644.45,6053.265,6075.0,6075.0,121061.205,132205.185,132205.185,0.0,1,0.0,1.0,14.0,Active,0,0
509,2764353,234025,-6,13601.34,675000,0.0,17257.185,0.0,17257.185,0.0,16759.845,16534.845,13601.34,13601.34,13601.34,0.0,7,0.0,7.0,2.0,Active,0,0
510,2565542,211190,-5,158001.48,202500,0.0,0.0,0.0,0.0,8291.835,13500.0,13500.0,152337.105,158001.48,158001.48,0.0,0,0.0,0.0,17.0,Active,0,0
511,1100277,277081,-4,129109.14,135000,1350.0,1350.0,0.0,0.0,6875.64,7200.0,7200.0,124463.115,127763.64,127763.64,1.0,1,0.0,0.0,27.0,Active,0,0
512,2327261,401198,-1,234964.62,225000,0.0,0.0,0.0,0.0,11609.64,11700.0,11700.0,220492.35,233266.815,233266.815,0.0,0,0.0,0.0,19.0,Active,0,0
513,1012912,455296,-7,59283.9,225000,9000.0,9000.0,0.0,0.0,3334.815,4500.0,4500.0,57696.57,59283.9,59283.9,1.0,1,0.0,0.0,35.0,Active,0,0
514,1701999,342886,-3,192670.065,202500,0.0,15346.125,0.0,15346.125,9184.365,11250.0,11250.0,187783.785,192670.065,192670.065,0.0,1,0.0,1.0,94.0,Active,0,0
515,1332170,340827,-1,64322.415,450000,0.0,71114.895,0.0,71114.895,4257.225,63084.555,63084.555,64322.415,64322.415,64322.415,0.0,23,0.0,23.0,5.0,Active,0,0
516,1387314,381036,-4,61892.55,67500,0.0,0.0,0.0,0.0,3244.185,4500.0,4500.0,60383.655,61892.55,61892.55,0.0,0,0.0,0.0,81.0,Active,0,0
517,1489084,207482,-4,146687.445,225000,0.0,39060.0,0.0,39060.0,5481.675,4500.0,4500.0,139465.8,146687.445,146687.445,0.0,1,0.0,1.0,23.0,Active,7,7
518,1481750,155992,-5,454833.225,450000,0.0,0.0,0.0,0.0,22847.805,22950.0,22950.0,435954.285,451476.36,451476.36,0.0,0,0.0,0.0,39.0,Active,0,0
519,1830665,122986,-3,337589.415,427500,51750.0,54965.565,0.0,3215.565,15236.505,17550.0,17550.0,321517.935,332207.415,332207.415,4.0,7,0.0,3.0,21.0,Active,0,0
520,2028218,319472,-1,397313.73,675000,0.0,0.0,0.0,0.0,23808.51,45000.0,45000.0,386170.065,397313.73,397313.73,0.0,0,0.0,0.0,22.0,Active,0,0
521,2662505,378449,-4,207193.5,450000,0.0,0.0,0.0,0.0,10458.09,10575.0,10575.0,198587.16,205664.355,205664.355,0.0,0,0.0,0.0,39.0,Active,0,0
522,2386359,147939,-1,33966.585,135000,0.0,54050.13,0.0,54050.13,188.595,47737.17,47737.17,33966.585,33966.585,33966.585,0.0,33,0.0,33.0,3.0,Active,0,0
523,2700814,254711,-3,383677.74,360000,31500.0,34462.8,0.0,2962.8,14147.955,0.0,0.0,359058.015,376876.485,376876.485,3.0,4,0.0,1.0,16.0,Active,0,0
